,0
0,0.05
1,0.0
2,0.1
3,0.1
4,0.1
5,0.2
6,0.25
7,0.2
8,0.05
9,0.1
10,0.0
11,0.1
12,0.15000000000000002
13,0.0
14,0.1
15,0.05
16,0.0
17,0.0
18,0.1
19,0.15000000000000002
20,0.25
21,0.1
22,0.05
23,0.15000000000000002
24,0.05
25,0.1
26,0.05
27,0.1
28,0.15000000000000002
29,0.1
30,0.05
